texts,created_at,location
@gauravcsawant You mean this guy? He is no longer a Muslim so u can hv him for public rebuke. That's the least of the punishment any Murtad can get. https://t.co/mGKLpUR6uf,2022-10-05,
"#راناپرموشن
Morning  𝐹𝐵 🔂
Special 
𒈞❤️🧡💛●◉✿★
❍@life_solved
❍@Sh__3659
❍@drkm_
❍@sk_00777
❍@NB2662
❍@luca_msp
❍@sawar333
❍@karimi_shigri
❍@tayyyuba
❍@mba748
❍@Fdkm313
❍@sheraz1_
👉@D_O_Islam
❤️@karimi_shigri
💚@Adnfaisal
💙@d9ich

Good Morning 
Thanks 🔂👥💝 https://t.co/CPrSG4ToF8",2022-10-05,UAE
@FawadPTIUpdates @fawadchaudhry Judges import ker lo...west se non Muslims Lao insaaf ho ga mulk mein,2022-10-05,
"Only a person who believes in violence will worship arms . I am a Hindu and my religion doesn't teach me to worship arms.

RSS Chief Mohan Bhagwat worships weapons openly - Which cultural organization glorifies weapons? Can a Muslim or Christian organization do this in India? https://t.co/NQtAgfE1CV",2022-10-05, India
"@ShiannonC @raywilton4 Released: 20 September 2022 
Cultural diversity: Census
Top 5 religious affiliations were No religion (38.9 per cent), Catholic (20 per cent), Anglican (9.8 per cent), Islam (3.2 per cent) and Hinduism (2.7 per cent). ...",2022-10-05,
"@MemeHaiBhaiiii @moralsvanished @The___NormalGuy @mitraphoenix who are you fooling mate? show me any muslim who accpted idolatory is ok, as you are claiming of different interpretations",2022-10-05,uknown
"#راناپرموشن
Morning  𝐹𝐵 🔂
Special 
𒈞❤️🧡💛●◉✿★
❍@life_solved
❍@Sh__3659
❍@drkm_
❍@sk_00777
❍@NB2662
❍@luca_msp
❍@sawar333
❍@karimi_shigri
❍@tayyyuba
❍@mba748
❍@Fdkm313
❍@sheraz1_
👉@D_O_Islam
❤️@karimi_shigri
💚@Adnfaisal
💙@d9ich

Good Morning 
Thanks 🔂👥💝 https://t.co/4Z9p7ejhFh",2022-10-05,UAE
"@IndiaSpeaksPR You got it so right. Remember Aatish Taseer article Divider in Chief in Times mag just before 2019 elections? 2700 million population( Muslim and Christians)  are out to malign 780 million Hindus and India. I have yet to see positive news in WP,NYT,Guardian, BBC,CNN,Al Jazeera.",2022-10-05,
found these dupes of the skims shirt from h&amp;m today and they’re perfect for my Muslim girlies who need simple shirts to wear now that it’s fall szn,2022-10-05,(she/her) brown muslim 
According to Rajneesh the Hindu Guru. If Hindus impose their will and hegemony upon Muslims then Jinnah was right and Gandhi wrong. Jinnah was right in creating Pakistan and Sikhs should also declare #khalistan https://t.co/GUCgiptUKt,2022-10-05,
"@7Linz8 @wrdsb Since a Muslim refugee boy living in Ottawa was beaten mercilessly by a group of “old stock” fasc-in-training now charged with hate crime the latest of anti-Muslim hate in Canada, seems we are very much in need a month to learn about Islamic cultures.

https://t.co/FGsJ93ocbF",2022-10-05,University of Waterloo
"You can be Black or White
Muslim or Non Muslim
Girl or Boy
...
I'm just here to help make the world a better place ☺️",2022-10-05,"Mpumalanga, South Africa"
@graemethecat00 @Raf_Epstein He won't. Progressives want to keep Muslims as their allies. The last thing they want is Muslims and conservative Christians finding common ground.,2022-10-05,International Hub of Learning 
@rxvenvxce @xkristyleexx A Muslim woman is a queen in her home and society,2022-10-05,
"@DBCooparello @ChrisHo57357908 But it’s ok if you are Muslim, rigghhtt. https://t.co/NWt6OIh6ty",2022-10-05,
"@oneunderscore__ Follow the money folks. - if Musk needs this much financing, Twitter will be shadow owned by Muslims.",2022-10-05,way up north
@Ringo_Humanista @KurtSchlichter You better wade into Muslim countries and wage Jihad until they stop snipping foreskins that you love so much because you're a smegma addict.,2022-10-05,My Lokay aint nunna UR Bidnay
@JadedTransWoman They've also clearly forgotten what countless Sikhs and Muslims go through every day.,2022-10-05,🐨🇰🇷 
"@AskMeLaterOn @vaeronikarigat1 @NicoleGun09 Oh
It's going to get worse!
 Biden and his colleagues are wanting to turn America into Afghanistan, Iran!
 They are bringing 100 thousands more of their muslim jihadist companions to America and giving them positions in his administration!

     W A T C H
https://t.co/XTuUVsjEWn",2022-10-05,
"@SAMOUSAVI9 The straight path to Allah SWT, is the path walked by Prophet Muhammad SAW. Muhammad Qasim saw this in a dream, and he has seen many other events about the future of Muslim ummah. Qasim's dreams are coming true, Muhammad Qasim Dreams   https://t.co/SnI8wS4w1x https://t.co/zl4EDMT7M7",2022-10-05,Tunisia
"Despite of the hustle to travel and commute to work, dia smpt subuh kt opis, the good thing even kompeni tu owned by matsaleh, they still provide n allow muslim to perform solah.",2022-10-05,"Kuala Lumpur, Malaysia"
"@DAdonisd @83jiminy13 @adamhillmedia Please point to a Muslim conservative church leader advocating against LGBT inclusion who is also CEO of an AFL club.

We'll wait.",2022-10-05,"Central Coast, NSW"
"@ndtv These Zionist Hindus are a threat to the entire region, who have nothing to do with religion, they believe in the massacre of Muslims like the Zionist Jews.",2022-10-05,
"@CoolnessOfHind Oh the same Charlotte Littlewood who got sacked from Waltham Forest council for apparently leaking confidential info of Muslims to John ware.

Can she comment on her affair with haras at quilliam?She has me blocked.",2022-10-05,All over the world
As a Christian what if atheists are right that there's no God? What if Islam is right that Christians misunderstand God? I think there're all kinds of things to worry about here which are not limited to being queer. The point? Focus on what YOU believe not what they believe.❤ https://t.co/mpZZws7GTP,2022-10-05,Cameroon and U. S.
"@Iraq93054798 @Bob_cart124 Sounds pretty fair to me. I mean, shouldn't Islam also be something we can criticise?",2022-10-05,
Ever wonder why #Muslims aren't really phased by the fact that #Jesus was born of a Mother but no father? Here's why https://t.co/afZ5bQI2fE,2022-10-05,Australia
@blakandblack What about muslims?,2022-10-05,Gurungali land never ceded
"@FOXFOOTY Released: 20 September 2022 
Cultural diversity: Census
Top 5 religious affiliations were No religion (38.9 per cent), Catholic (20 per cent), Anglican (9.8 per cent), Islam (3.2 per cent) and Hinduism (2.7 per cent). ...",2022-10-05,
"@steve_hanke I don't accept without proper evidence that the man who is being beaten in this video is Muslim. Further, there is a report of stone-pelting on the Garba procession in the same village. Why are you silent about it, Mr. Hanke?",2022-10-05,
why do niggas go muslim in jail? 😭😭,2022-10-05,DETROIT
@Jodi28525611 @AmberInSweden @alansfactchkr @DonaldJTrumpJr I read it nothing impressive if you think a Muslim ban was real policy. He was a joke why don’t you look at LBJ’s accomplishments???? He passed more legislation than anyone. Truman JFK Roosevelt those were leaders not that piece of shit criminal. Adversity makes leaders,2022-10-05,
actively try to keep the truth about Sharia law — and its inherent deprivation of human rights — under wraps in the name of being woke or inclusive — to the detriment of millions of women whose basic rights are stripped from them in the name of Islam.,2022-10-05,Upstate NY
"@NonliberalE @americansnarker You are aware he got his list of countries initially from the previous administration right?

Oh and, why is it that leftists assume if someone says Muslim it means Middle Eastern person? The country with the largest Muslim population isn't in the Middle East.",2022-10-05,Somewhere in Taxifornia
"@Unscrpted101 @stfusif I am trying to help guide her since she is clearly a muslim who wants to become a better muslim, me trying to help someone constantly is a sign of gratitude not ‘forcing her to change’ and also to reiterate your from israel so please avoid speaking to me 👍🏿",2022-10-05,
"@ashoswai In the West we do not believe that Muslim women are weak, but we do believe that they are oppressed by their religion.  They may not need our help and sympathy to free themselves, but they will certainly have it just the same.",2022-10-05,
@CanYouImpressMe Ohhh I thought you were Muslim for some reason,2022-10-05,Long Island 
"@Raf_Epstein Released: 20 September 2022 
Cultural diversity: Census
Top 5 religious affiliations were No religion (38.9 per cent), Catholic (20 per cent), Anglican (9.8 per cent), Islam (3.2 per cent) and Hinduism (2.7 per cent). ...",2022-10-05,
"@JuergenBraunAfD Dear world, 
Be aware that the men of Islam raped, tortured, and killed a 17-years old girl. Her name is #NikaShakarami. She is another victim of Islamic republic, after #MahsaAmini.",2022-10-05,
"When you’re broken, when you’re hopeless, let Allah help you, change you, and make you strong. Always remember Allah.  
Maulid Momen Hijrah
Sambut Kepemimpinan Islam
#IslamMemimpinDunia
#SambutMaulidNabi",2022-10-05,"Yogyakarta, Indonesia"
@Samraiz27 @27thLetterrr @cyalm They were all planted &amp; nurtured by the establishment including IK. Zaheer ul Islam recently said in a speech that IK was our project. The difference between NS and IK is that IK can at best become a shoe shiner whereas NS is a genuine leader. IK is incompetent &amp; NS is competent,2022-10-05,Manchester 
@AnsarAAbbasi So India should be Hindu and west should be Christian —-And all Pakistani and Muslims should live accordingly in those country as per their religious laws —-And never ever complain —,2022-10-05,
"@daffynunes @ThaWeasle Who tf are you??? Your criticizing someone who’s has the most submission wins in UFC history. Not only that Olivera has so much experience in BJJ how can you critique him. Islam won’t just dog walk him, I think islam slips up and gets submitted.",2022-10-05,
"@NanaTeacher22 @11thHour They are not Christians. There's no such thing as conservative Christians. Conservative Jews, yes. Conservative Muslims, yes. But no such thing as conservative Christians.",2022-10-05,
"https://t.co/OIBETWp9yH
Ironically, the million Jews who fled the MENA region they had inhabited since 1,000 years before the rise of Islam were victims of “apartheid” by Amnesty International’s own definition” Amnesty’s silence on this massive injustice is deafening.",2022-10-05,United States of America
"@OMGTheMess No place for bigotry, unless you practise Islam.",2022-10-05,
"Satanist Hitler Lover Farrakhan Praises Integration of Scientology Into Nation of Islam Theology, Says Whites Should Use it to Become 'Civilized' &amp; to Avoid Being 'Devil Christians' &amp; 'Satan Jews 
https://t.co/RcahAbly43",2022-10-05,"search: eye of ra,black eye"
"@yashasvipratap Tbh, Hindu nationalists and Bhakts day and night demean Muslims of subcontinent and our ancestors who became Muslims. By saying we have had no share or significant positions under the Muslim rule or conquered any part of India. To them, all this was ""only "" by Afghans, Turks etc",2022-10-05,
"@ColaRicoca @MattWalshBlog Umm..no Thats not the way that works. Just cause you don't like the Jewish/Christian/Muslim Teachings doesn't mean you can call them Bigots and that someone its true. Too all those people homosexuality is a Choice, not a ""I'm born that way"".",2022-10-05,"New York, USA"
"I am mad, outraged about what’s happened to #NikaShakarami I have a daughter and would do anything to take my revenge if anything like that ever happens to her. F*^% your Islam and your ideology. #Mahsa_Amini #OpIran #مهسا_امینی #WomanLifeFreedom",2022-10-05,
"Ya ALLAH, forgive me and every Muslim",2022-10-05,Abuja Nigeria 
@shubhankrmishra Thanks. What is becoming in Hindustan. How Hindu can live peacefully in his own land Hindustan. Mr modi if you will really true Hindu then why this type of activity is becoming with Hindu. Muslim have taken Pakistan in1947. Hindu have taken Hindustan. Both are separate then why,2022-10-05,"Bihar, India"
"@sanious7 Lol. Y’all feel like the roles of a wife in Islam are insufficient, that’s the criticism. You already know what they’re bringing, why then are you asking? What else do you want her to bring? Speak up and stop asking this silly question, that’s my point.",2022-10-05,Federal Capital Territory
"US is basically like kill, displace, genocide all the Muslims you want India, we just need you to die in war with China and it’s all good",2022-10-05,United States
someone said how does sam feel being muslim and you posting these.. girl sam is the one TAKING these pics 😭,2022-10-05,
@mikepompeo Not American feminists. You won't find a peep in the MSM from them supporting Muslim women.,2022-10-05,"Virginia, USA"
"On the authority of Abu Hurairah, may God be pleased with him, who said,
 .
 The Messenger of God, peace be upon him, said
 .
 Islam began strange, and will return as it began strange, so blessed are the strangers.
 .
 Muslim narrators 145",2022-10-05,اسطنبول
"In developed Christian dominated countries, Hindus &amp; Muslims can live dignified 

In Muslim dominated gulf countries Hindus &amp; Christians can live dignified. Even Churches &amp; Hindu temples allowed 

In India a secular country, every Indian must have equal rights

#BharathJodoYatra",2022-10-05,"Cochin, God’s Own Country"
@drakesmitha12 Did I mention OPEC? I was talking about Qatar support for the Taliban and radical islam.,2022-10-05,"Ohio, USA"
"@realCarrickRyan If you decided not to support a company with a Muslim as its CEO that would make you a bigot. 

Despite the fact about 80% of Muslims have problematic views on homosexuality

https://t.co/U21AEdGEqI",2022-10-05,Way ahead of you
@BOSSFAN55 @Acyn It reminds his base that Obama could actually be Arab and muslim and has somehow tricked Americans and is therefore a danger to the US.. sooooo INFURIATING!!,2022-10-05,"Ottawa, Ontario"
"@the3els @interestingcomb Heart with Charles, brain with Islam",2022-10-05,"Detroit, MI"
@BeysPinkyToe @MichaelBePetty She spoke to a Muslim man one time. Will she now wear pants and shower too?,2022-10-05,
"Case 54 

Muslim mob booked for forced feeding beef to Hindu dalit for conversion

@nytimes
@USCIRF
@amnestyusa
@UNHumanRights
@washingtonpost

https://t.co/tArk6cTm45 https://t.co/s0rrOIytfm",2022-10-05,USA
Kicking Muslims out of Canada is a top priority for conservatives. https://t.co/G81BlyADuv,2022-10-05,Twitter isn't a real place.
"@enjoy2000 @vinuv7 @sdpofindia @PFIOfficial @MKFaisy 23 Qurans ? lol 😁 we Muslims knows who are spreading this lies very vell.. 

Unfortunately the liers dont even have any credibility..",2022-10-05,
"Videos so much worse than this have been happening in India to Muslims by these hindutva bastards and this whole time the US has been focused on hum dung rights in Cuba, China, Venezuela, Iran, DPRK. The US doesn’t give a shit about anything but power https://t.co/3VaYH8wbuD",2022-10-05,United States
"@Milan_reports we are the people's of bigger hearts...come let's enjoy..
see our culture and love...this is poisonous environment created by some political parties to get elected in power...",2022-10-05,new delhi
@Myaa0 @abdullxhh_27 I don’t believe in any forced repatriation to be clear.  Muslims can live wherever they want.  My focus is on ameliorating the situation between Muslims and the West.,2022-10-05,
"@MemeHaiBhaiiii @moralsvanished @The___NormalGuy @mitraphoenix i am not, now you can ask your muslim friends , whether idolator will go to hell or not and come back to reply if there are any interpretations which says no",2022-10-05,uknown
@FawadPTIUpdates @fawadchaudhry Keep pregnant women safe from Rana..he is Modi's brother and enjoys killing Muslims,2022-10-05,
"@RAHMArainsONme @thaanwi2 @ZaadFather That is a claim but
that statement
the mathnawi is the Persian Qur'an doesn't fly with orthodox muslims nor is it really helpful if we are going to be intellectually honest",2022-10-05,Philadelphia
@DaughtrEarth Same. Its hightime for a Muslim spiderperson too so why not get two birds with one stone?,2022-10-05,follow me on letterboxd bozos
"Dear world, 
Be aware that the men of Islam raped, tortured, and killed a 17-years old girl. Her name is #NikaShakarami. She is another victim of Islamic republic, after #MahsaAmini.",2022-10-05,
"Bill Maher has two schticks: 
""I'm a liberal and if you disagree with me, you are dumb""
AND
""What? Just because I am using the exact same talking points of early 20th century anti-Semites except against Muslims, I'm some sorta Islamophobe?""",2022-10-05,Human Planet
"@theheraldsun So what your saying is 
Player against gays: ok
Ceo against gays: not ok
Christian men(including sea eagles players):not ok
Muslim women: ok 

Summed it up for all you social warriors",2022-10-05,
"crazy that half-brother half-sister relationship is permitted in Islam
but wait until you learn what the moms do with their sons in",2022-10-05,
"https://t.co/nDnBBE32uU
""Slave of God, master of the world, I am Suleiman and my name is read in all the prayers in all the cities of Islam. I am the Shah of Baghdad and Iraq, Caesar of all the lands of Rome, and the Sultan of Egypt. I seized the Hungarian crown and gave it to...",2022-10-05,http://bharatvani.org/books.html
@NoBickal You will probably still headline the night but ya man! Can’t wait to see you in the octagon!!! Dream match you and Islam.,2022-10-05,
Fuck you Chantal. Muslim women don't get to choose if they want to wear your cute fashion statement. https://t.co/h8nWp3Z4j8,2022-10-05,"Montevideo, Uruguay"
"Ghulja, a city of roughly a half-million mainly Uyghurs and other Turkic Muslims, had been under lockdown since early August, prompted by outbreaks of COVID-19. RFA has previously reported deaths from starvation or lack of access to medicine in Ghulja.",2022-10-05,"Taipei, Taiwan"
@anandmahindra Homes of Muslims are being demolished after few days of allegation of some crime in india. No court or judge need. But hindus will choose those muslim nations to live best lives in harmony n peace with full minority access..,2022-10-05,
"@realCarrickRyan @LizzBettZee @CromulentPaul I agree, but given how many Muslim athletes have declined to wear alcohol sponsorship logos on their uniforms I can guess the Islamic consensus view on this will be different",2022-10-05,
Piercing in Islam - Sheikh Assim Al Hakeem - YouTube https://t.co/yt2enAVB8Y,2022-10-05,
"@Pti84497689 @Iran_GOV 3000 people was murdered in New York on Sept 11, 2001 by Islam Fanatics. America Did Not go to war in the Name of Jesus Nor any Religion but to bring the Murderer to Justice unlike your Muslim Fanatics who Murdered Masha Amini and Blow up Innocent people in the name of Islam.True",2022-10-05,
@blakandblack Want to apply that logic to other religions as well … er Islam …. Or you only got a problem with Christianity ???,2022-10-05,
@Anderrent @drismatnaeem @Taimur_Laal Londis were non Muslim women. Muslim women can never be concubines or sex slaves,2022-10-05,Islamabad
@foreverworld5 @tigertuffmark 65% of the world's Muslims are not the chairman of a church preaching hatred. Keep up.,2022-10-05,
@AnnCoulter How many asylum seekers stormed the Capitol on J6? How many Mexican rapist?  MS13? Muslims? LGBT? Liberals?  Not sure?  How many Trump supporters insurrected? How many @GOP? Your supporters? More than likely many of your kin are a greater threat to US. Just ask the FBI.,2022-10-05,Earth
@LeeroyLives @FOXFOOTY As is his right… you can’t discriminate against people for their beliefs and religious views. If you could the Muslim community would have substantial issues to deal with.,2022-10-05,"Newcastle, NSW Australia"
@AlbicelesteTalk @RMCsport @AndiOnrubia Tired of playing for oily money. Time to convert to Islam after all the dirty money u took. Muhammad Messi. Then he wins the WC that Qatar will give him,2022-10-05,
"@enjoy2000 @vinuv7 @sdpofindia @PFIOfficial @MKFaisy One person will be muslim based on 5 pillars of Islam and pillars of Eaman..

Belief on Allah, Angels, Books, Prophets, Judgment day, and destiney

Pillars of Islam, Shahada (There is no God but Allah, and Prophet Muhammed (pbuh) as the FINAL messenger of God), Ahmedia rejects",2022-10-05,
@Bluetic4 @MikeS13259672 @thetimes None of this is true. Do you belong to the Nation of Islam?,2022-10-05,
"#Quran
 #quran_thedivinebook #Quranhour

 And He ( #Allah )is the #One Who has #subjected the #sea, so from it you may #eat #tender #seafood 

( 16:14 )

#Islam
#Muslim
#Muslims
#food
#sea
#ocean
#river",2022-10-05,"Jakarta, Indonesia"
"@CJHowls @MyshkinFool @tvtenterhooks @calvinrobinson It is probably true that the popularity of the name is lesser among muslims in western countries. But without being an expert, I couldn't even guess the degree by which that'd b.
They've collated baby name data long before Muhammad's popularity here so I doubt political reasoning",2022-10-05,On the right side of history 
"(just a deep thought ive had for years) ive been thinking of converting to islam, since my cousin did and shes talked to me about it alot 🤔",2022-10-05,"they/she/he, lesbian, 16"
@steve_hanke Where is Human Rights commission now where is people who point at everything on Muslims where is so called F UNO or UNO is only for weak country,2022-10-05,"Bradford, UK and Stockholm Swd"
"@lynlinking @WgarNews Released: 20 September 2022 
Cultural diversity: Census
Top 5 religious affiliations were No religion (38.9 per cent), Catholic (20 per cent), Anglican (9.8 per cent), Islam (3.2 per cent) and Hinduism (2.7 per cent). ...",2022-10-05,
"@pjmtarte @JinMolo May she rest in peace , 
but what happening in iran not as a muslim act 💔 We condemn it 

I hope that every good person survives 😔",2022-10-05,
"@breathMessi21 Of course he’s fine. He’s just at Paris to collect oily money, then convert to Islam when Qatar hosts the WC so he can get the WC finally. That’s why he was subbed. Wanted to protect himself. I’m surprised Messi cult don’t know this",2022-10-05,
"Case 53:

Dalit family was forced to leave by Muslim mob
https://t.co/2OxVqEE9bc https://t.co/DxZTHoA7QC",2022-10-05,USA
@BladeEsq @Muslim_Negan @Adamk22998 @ImTheAnonymouse @NaaShukre @ZakirHussainMDI @Aslan_Bey_1 Need strong arms to clean up after the Toilet Messiah or perhaps Mirza Mafia's goon training to intimidate cult members to pay chanda on time? https://t.co/POBL10Zb30,2022-10-05,"Sylhet, East Bengal"
My muslim ass just ordered a Christmas tree. I will be calling it an Allahmus tree.,2022-10-05,"Washington, DC"
"@core_muslim @yusuf_abu_yaqub @atheistsposting I get that.
You don't get that most people think of God as a consciousness which creates all except himself/itself.

And I see no reason why the first cause MUST have consciousness, thus no reason why the first cause must be God

The Abrahamic religions see God as a consciousness https://t.co/skwlkcRati",2022-10-05,
"@Half_full1 @LalaniLynne @CTVNews I did check my sources. Most Muslims do not speak Arabic. They may be able to phonetically recite pieces of Arabic Quran but they don’t speak the language daily.

Sahih international, among other translations, were in fact translated by the Arabic speakers.",2022-10-05,
muslims sound like incel men with their “not all men” agenda. yall make me sick. all u care abt is the face of ur religion bc u don’t want all the brainwashing you’ve been doing with ur tiktok videos to go to waste,2022-10-05,sw asian | eng/فا
"@Ameenu_11 There’s no moral or religious shame against premarital sex in the west. Nobody can stop you from sleeping with anyone or anything as long as they also want to sleep with you.
All that you mentioned applies to muslims only.",2022-10-05,
"@Nayade_bleu @AgnelloFabrizio @MoiraDonegan Maybe but that’s an idea and idea don’t deserve special treatment also religion is always bend to the person belief despite what the doctrine may say so they can make exception and select what aspect to follow

Like Norwegian Muslim who selected hours for their fasting in equinox https://t.co/RHjV8CvgbU",2022-10-05,
An AFLW player of Muslim faith has made the “extremely difficult” decision not to take part in this year’s pride round. FULL STORY: https://t.co/OFkhQNAVed https://t.co/u0mNf8uijw,2022-10-05,"Sydney, Australia"
Comment: Islam peaceful for whom? https://t.co/p9M9oek3oJ,2022-10-05,
"Muslim Houses bulldozed in MP, alleging that they were throwing stones at a Hindu DanceEvent

@Pun_Starr @Nher_who @trollabhakt @Cow__Momma @OManojKumar @OfficeOfSaheb @HydAganstNrcCAA @esamisri @ayazkhan_inc @Hyderabad_Bot @aim_hyd @kparveen2005 @t_d_h_nair @NarundarM @KrisNair1 https://t.co/BQUijpu2PV",2022-10-05,"Hyderabad, Telangana, India."
"Dugin, Ignatius J. Reilly, and Sayyid Qutb, an early and influential member of the Muslim Brotherhood, a sort of Egyptian predecessor of Al Qaeda — soul brothers, all.

https://t.co/wTBGD76MFb",2022-10-05,"Langley, Virginia "
"@Abdulla_Alamadi Let India become a Hindu Rashtra like UAE is a Muslim country, then we'll compare notes on how many temples vs how many mosques. Until then, let's just shut up.",2022-10-05,"Denver, CO"
"@AJEnglish This must be fake news! India is the biggest democratic country of the world! They only burning the died bodies in the streets or throwing them into the rivers. They don't torture, and they respect muslims.  Lol 😂",2022-10-05,
@taslimanasreen Because muslim women from Mumbai wanted to wear hijab and they don't want freedom,2022-10-05,"Gujarat, India"
The true face of Islam and the Islamic Regime of Iran #islam #StopIslam #IranProtests #IslamicRepublic #CNBC @CNBCnow #Mahsa_Amini #MahsaAmini #Dictatorship @YourAnonOne #IranRevulotion #terrorism #Freedom https://t.co/VlQwf5IXeR,2022-10-05,"Amsterdam, Nederland"
"@chemosh933 @NotAndrewDybs @aliShihabi @joshrogin We had one united government—no factions.

As for the religious zealots you're referring to, they were Muslim Brotherhood members. In fact, Bin Laden himself was a member of the Muslim Brotherhood; he joined the group after meeting Hassan Al-Turabi during his sojourn in Sudan",2022-10-05,
"@vinodkapri Bollywood is the bunch of Muslims mafiya, their act are in favour of Muslims only.
We should boycott the Bollywood and support to south indian films.",2022-10-05,
@sofaygoh Bro I’ve been muslim for years now,2022-10-05,18
@Muslim_Jewish Cuckolds,2022-10-05,
"@MemeHaiBhaiiii @moralsvanished @The___NormalGuy @mitraphoenix there are , i didnt deny that , when i write muslims , it is not all muslims - otherwise i would have used all before my statement",2022-10-05,uknown
"@sagarikaghose 
Find him a nice pasmanda Muslim bride on whom he can shower Ganga Jamuni tehzeeb! https://t.co/Ry4TJm8Rtp",2022-10-05,"Pune, India"
